"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+"
"01",0.005403362353085885,0.0010149687840141294,0.009220845350239782,0.0194463415510858,0.0058652307276446285,0.0007489526215267081,0.009946033481779517,0.021312923318664277,0.004971827976445994,0.001257522283988243,0.00789543588739309,0.013825591984508553,0.006339254153829078,0.001170570018598452,0.009242146954794467,0.019702731306359692,0.006795206145543939,0.0008689440696200602,0.009811611057520382,0.021617416793811576,0.005903008516695574,0.0014884720482124024,0.008416860543087212,0.014424053083114275,0.004709046010624465,0.000968367464777889,0.01068985822349051,0.020180806675938804,0.0052296829243410215,0.0006784586958195396,0.011831317660914073,0.021390820584144644,0.004259474433011796,0.001150173515660393,0.007905286707406796,0.013332030104584107,0.0019464509710627623,0.0003401823377330249,0.003270645952575634,0.0076677316293929714,0.0022007042253521128,0.00027214587018641994,0.004088307440719542,0.008306709265175719,0.001700824900076537,0.00040689000406890003,0.0022197558268590455,0.006535947712418301,0.002450011854896072,0.0008161145528063212,0.005262249827467219,0.014578833693304536,0.002110832793898286,0.00044515339243981155,0.004313319530710835,0.013678905687544997,0.0027484091415554512,0.0011059653003387018,0.0051260145237078175,0.009706546275395033,0.0010111836150382318,0.0004123321679222754,0.0030530940501898875,0.00822550831792976,0.0010055452865064694,0.0003693809004303717,0.0031275597587311042,0.009426987060998152,0.0010171044356623213,0.00048191894668885314,0.0031925931838135526,0.006040375139087586,0.0023799489302625382,0.00042883397998774763,0.005814358331592507,0.014996386412912552,0.0034748954410204124,0.0004084133142740453,0.008216698001531927,0.022404239942182606,0.0013735352903843057,0.00041482480133780996,0.002893183659298692,0.005653266331658292
"02",0.004259665035431305,0.000856383201919519,0.007602388126325187,0.01665615804960067,0.004325973934040696,0.0006446715417567872,0.007769780158464457,0.019398907103825136,0.004187809326825277,0.0011833223142584022,0.007951929688200651,0.01388509610335049,0.0053205866871523485,0.0010173195965231395,0.00795045697034862,0.016682061186217706,0.0055067658392329065,0.0007764700807385093,0.008395020884165254,0.02001287541635178,0.005116377443624168,0.001438543148120903,0.0084630850516669,0.01428656823480184,0.004003666007428489,0.0006883891693437356,0.008283479061205707,0.017676767676767676,0.004209108510817409,0.0006883891693437356,0.009664058904739991,0.023232323232323233,0.0036150022593764122,0.0011359948068808828,0.00787878787878788,0.011538461538461539,0.004979878351311123,0.0011368859001959315,0.011280315848843767,0.02460159362549801,0.004671712599138087,0.0008708062214266708,0.010603496897913142,0.025697211155378485,0.005278668954711632,0.0015014626317015713,0.011767293522489827,0.020033955857385398,0.0035213698819305393,0.0012629806342969408,0.006535947712418301,0.01556420233463035,0.0029577048210588583,0.0007016559079427449,0.0047762694821518355,0.015077821011673152,0.004015023960626861,0.001650709805216243,0.006928877114326473,0.010607521697203472,0.001746146435452794,0.0004920337394564198,0.004114599207558671,0.014481707317073171,0.001619558092006324,0.00037488284910965324,0.004266991770801585,0.01600609756097561,0.001841697710434892,0.0006723558313938454,0.004469987228607918,0.011938202247191011,0.00016893604081494746,0.00004009730278809912,0.0005965400676078744,0.0018181818181818182,0.0002449179524859172,0.00002673153519206608,0.0005965400676078744,0.0016161616161616162,0.00013674278681799536,0.00005578800557880056,0.0003741114852225963,0.0011185682326621924
"04",0.004721805293489396,0.000853952103455696,0.007264475239016006,0.016722689483624452,0.00485844884140441,0.0006464231543700479,0.007140464951691279,0.018108020190871384,0.004588065992669387,0.0010950327833053296,0.006913341551887755,0.013140728355162914,0.006814274788178948,0.0011176054852637019,0.008201919418255613,0.01761693851970533,0.007161712906057481,0.0008656944098733147,0.008159641483109966,0.019259134651876987,0.006473459439146782,0.0014454190765776696,0.007841950176656719,0.014006403338369666,0.0032065733176525487,0.0007015242586258427,0.007071774869682499,0.015293259023354565,0.0033260307933994857,0.0005645402317935775,0.008128895855356687,0.01665339702760085,0.0030868200565484683,0.0009164904766657895,0.006265426238845643,0.011887241027963319,0.0027431515932254767,0.0007938000041778948,0.006359460959975773,0.013218770654329148,0.002498844578133935,0.0005744605293392659,0.005602382274264372,0.01255783212161269,0.0029793573100659713,0.0010161021078934544,0.005976695188545384,0.01014064103337961,0.0023388804719555374,0.0007805363151747823,0.004860500878734622,0.01213156002875629,0.0018909467685532962,0.00042784953572543624,0.0035149384885764497,0.010603882099209202,0.002721354362436289,0.0010895763859081454,0.004531907075490956,0.008603124292506226,0.0022460911217820206,0.0006614231186765519,0.005627522503155296,0.013797953964194374,0.002077411896381603,0.0004872425773627793,0.005138624984396887,0.014015345268542199,0.002411817635116499,0.0008462200218938919,0.005660086762327695,0.01097436215395108,0.0016433591027387186,0.0002932403900935018,0.0037873441543166313,0.010113326638932722,0.002031665512801434,0.0002597272026542444,0.004704775346977182,0.013197532635202984,0.0012577344347463359,0.0003140037171250838,0.0026946233842785566,0.0059505920538558636
"05",0.005831930942605803,0.0010014035255646616,0.009787391610704476,0.021487627696757355,0.006304783345456614,0.0007657485660421724,0.01037876935908313,0.023968834191320627,0.005377107619024043,0.0012514261416500722,0.008723646607053945,0.015451653158897986,0.007061617116134816,0.0011945709999983535,0.0102793215791491,0.02224427896290773,0.007645912536753508,0.0009204206602330525,0.010837485626676888,0.024869255030784267,0.00649558016474408,0.0015063038478295378,0.009415959773236945,0.016126627571811946,0.004941273750566813,0.0009202192807225522,0.011888297872340426,0.02236196972926881,0.005502114758393532,0.0006811587558373341,0.013164893617021277,0.02460029844382861,0.004433660246963769,0.001100458835378819,0.009057806099226217,0.015048141299496269,0.006472334420166432,0.0016112494507104144,0.010757717492984098,0.026837324525185797,0.006289308176100629,0.0010253405595429912,0.010757717492984098,0.028901734104046242,0.006555480574568591,0.0022000586682311527,0.010327795240233499,0.022590361445783132,0.0026166764303846906,0.0009987384356602187,0.006085192697768763,0.01517706576728499,0.002143976251339985,0.0006307821698906644,0.005215879455230368,0.012366498032602586,0.003079091853390711,0.001303911735205617,0.005479452054794521,0.012139605462822459,0.001164117159242662,0.00042237239907522676,0.003439888811674774,0.01037344398340249,0.0011143877311217412,0.00034678996976702825,0.0034746351633078527,0.011460185734044654,0.0012166229109303963,0.0005198438578085273,0.0037064492216456633,0.008325952170062002,0.0011918529182695712,0.00030241293690711147,0.003076274757690687,0.006250868176135575,0.0013798661651931812,0.00023874705545298274,0.0032869785082174463,0.007917766356438394,0.001027491095077176,0.000371879696918047,0.0025343953656770456,0.0034613304488912925
"06",0.0044021199435290755,0.0008977506231496559,0.007257648607343085,0.018161941584578376,0.004408613574820158,0.0006620764610760252,0.007074729326651644,0.01925181751038895,0.004395819346627833,0.0011639364630360457,0.00711581009464476,0.013868691846070622,0.0072670070196062045,0.0012264357161340526,0.008798254514501593,0.02074155568753885,0.007486932050159122,0.0009613247197369718,0.008972277470148494,0.022234277966048065,0.007046877051691688,0.0015957031669745151,0.008741630129519827,0.016419566279639253,0.005037545663964184,0.0009221280714370473,0.0091068503264807,0.02043523020160957,0.005118879812590481,0.000711968650504883,0.009685978634549272,0.020837247048745483,0.004957791021398405,0.0011808804716365035,0.008223054811465999,0.015262322965644025,0.006080020501649742,0.0013901300764571542,0.010249743000544233,0.02147295321637427,0.005742843928259417,0.001012809055704498,0.00979621454919272,0.02147295321637427,0.0064026377333895644,0.0018502733830897487,0.010283523123402277,0.01816635745207174,0.0035177657036242252,0.0009614438650937743,0.006146447262954406,0.0135094114280738,0.003177996390293115,0.0005487200827867614,0.004809279079636003,0.013458404349286524,0.003823733787514964,0.0013239677687570967,0.006229379998461106,0.01017660110114223,0.002404289903266132,0.0007296898582611948,0.005528054757404404,0.014417751907688927,0.0022244213168073398,0.0005441894923007846,0.005055298073308394,0.014717615213245133,0.002582348178675256,0.0009359138208795832,0.005725176482389377,0.010893839609439382,0.002147432579261018,0.0003880422776314894,0.005148770459110785,0.014317766960754487,0.0028189059382572944,0.0003271857315611209,0.0065991283349166405,0.020345299665348343,0.0014956275936848637,0.00045310914778491716,0.0033359061236770842,0.006621781218771135
"08",0.004295501994037114,0.0008703055290295525,0.007334119280646656,0.0171358033320519,0.004255537803073436,0.0006487502463128856,0.007177378564408895,0.018280353674792933,0.004336172734304512,0.0011551918147630414,0.007277965981348227,0.01368508078384793,0.005323263477743153,0.0010297910498868077,0.007849829351535836,0.017687371256536206,0.005308845304970081,0.0007678935730020146,0.007679180887372013,0.018883390417220237,0.005337814012629959,0.001380909895402649,0.007847882099379106,0.014260986861344638,0.0037549139216483665,0.0008209129017233349,0.0075234512642255134,0.017297197299047266,0.0037980491452265235,0.0007452258965999068,0.008571020427598686,0.018777171399500508,0.003705919820880542,0.0010487034212246678,0.007522956079212302,0.014113568834598878,0.004353233830845771,0.0011993382961124897,0.00903713440683536,0.017989720159908625,0.0040274816394219376,0.0008271298593879239,0.008544199802826159,0.018275271273557967,0.004678986022269604,0.001747182667947934,0.00815613166326828,0.015469061876247504,0.0024536420448724515,0.0008752703040644905,0.005547204924486436,0.013029108936062031,0.0020708774508166605,0.00045602318363023874,0.004294610264118532,0.012075759501716028,0.0027798070263654736,0.0011577308475388239,0.005291588578987983,0.009080402839689616,0.0023167826245260766,0.0006529435004388636,0.005985786055630438,0.015275289621402125,0.0020994756018339815,0.0004768141806483505,0.0053914961401789,0.015597754687686611,0.002537981881141309,0.0008677178409713551,0.006341146602113715,0.012405866032500991,0.0013294896162852456,0.00023000426553365172,0.0037033227034255736,0.009824249605055293,0.0018305807567741547,0.0002341861612706272,0.005194938792305318,0.014119273301737756,0.0008387139719097384,0.00023966857260245832,0.0019942491420090903,0.0046452702702702705
"09",0.005898316779184591,0.001062901395384652,0.008795791072880558,0.021699479829813503,0.006068509754819405,0.000763602296123687,0.008896092780416828,0.022658795716575645,0.005738403989890582,0.0013610750844489385,0.008082696021533973,0.016335788444218517,0.007576236205879876,0.0012625061539873665,0.00929317175313542,0.022516508726493814,0.007852983358918366,0.0009395782745471083,0.009411730372164626,0.023549492380425276,0.0073126424040889215,0.0016204746114272459,0.008750930765001844,0.017204512082067382,0.004732127767449721,0.0010248103274434288,0.010054704929555942,0.022787975223049383,0.004944079945831095,0.0007355493479231062,0.010574248953271598,0.02341308177530261,0.004540636321926369,0.0012716032597829478,0.008057435049842467,0.015081206496519721,0.004059962523422861,0.0011921793037672865,0.00834597875569044,0.011083743842364532,0.003795066413662239,0.0004768717215069146,0.007587253414264037,0.014778325123152709,0.00431832202344232,0.001953125,0.008670520231213872,0.00796812749003984,0.0020767457277116493,0.0007408613530896361,0.00446931570645234,0.010620915032679739,0.001829118585808986,0.0004233493446226492,0.0036806129347254565,0.010992275698158051,0.002303396667378285,0.0009882624825153562,0.004699879145964818,0.008400336013440538,0.0027483061738219424,0.0008652434573652311,0.007404275878729315,0.018466063841377056,0.0025624557416464933,0.0005658938251962175,0.007198937069694407,0.018629480335548534,0.002924818098211325,0.001148412037299129,0.006670760890281866,0.013355061806908064,0.001207590916501126,0.00031593081115235765,0.003474009264024704,0.007716920760399021,0.0014450146992874583,0.0002527446489218861,0.004117344312918168,0.009787314135140222,0.001007698346671666,0.0003670903501124214,0.0025346652750857313,0.004274809160305344
"10",0.006023548711649501,0.001037877421572197,0.009322025046740685,0.020474348230378032,0.00641468034628366,0.0007486328942487979,0.00940036139167128,0.02224798815277411,0.0056582928868010186,0.0013079216454325029,0.008226589079551582,0.015158000521085346,0.007869262965830877,0.001333677216177878,0.009902145335179451,0.021025052979940197,0.008395422623079392,0.0009502025967679538,0.009909923925387762,0.022904752228060498,0.007376203059387121,0.0017353132823485031,0.008980767601457256,0.015943815878541726,0.004681630353117957,0.0009178589119729596,0.009870642630786014,0.020999059105294673,0.004991062282833558,0.0006993210757889216,0.010078445633539405,0.02181164998716962,0.0044010513132596,0.0010577705451586656,0.008043938935259266,0.014286579090743991,0.0035700119000396666,0.0007396449704142012,0.006172839506172839,0.007905138339920948,0.004788507581803671,0,0.009259259259259259,0.011857707509881422,0.002365930599369085,0.0014684287812041115,0.003003003003003003,0.003937007874015748,0.0021934996933817633,0.0008112668743509865,0.004354838709677419,0.01031706089582285,0.0018541107587216395,0.0005841121495327102,0.002903225806451613,0.010568696527428284,0.002511071542711044,0.0010216461273226487,0.004885993485342019,0.008209538702111024,0.0018601975261290631,0.0006426735218508997,0.005398457583547558,0.014568764568764568,0.001654577986417069,0.0004590525156077855,0.004970008568980291,0.014763014763014764,0.002045380689312408,0.0008344343230651555,0.005621693121693121,0.01185137732222934,0.0022325154398264062,0.0002466834776888499,0.006431956668923494,0.017251461988304094,0.0033179079717104687,0.0001644556517925666,0.009478672985781991,0.025146198830409357,0.0012788745903604829,0.0003131033762980744,0.002799552071668533,0.006558810668998688
"11",0.004092553785467228,0.0009523970418674584,0.009253665216690833,0.019972489683631363,0.004160767340919583,0.0007264403157481279,0.009203318833574996,0.0196423658872077,0.004029795401997993,0.0010613860185136046,0.008774935282472971,0.014635307182802523,0.003273853864637412,0.0009393864728347911,0.006268393172454385,0.01656604858415984,0.00336689840072326,0.0007186563180156873,0.006827545615067687,0.017680034497628287,0.0031844031679191987,0.0010885166311855197,0.006729101630246271,0.014110389184222616,0.006065956194649479,0.0011496868300978431,0.01243434664968964,0.0239511332583186,0.006237430869783811,0.0008622651225733824,0.01209613242081808,0.02239725660397578,0.005924920850293985,0.0012419248791993237,0.010834090373809764,0.016284639069449196,0.009397024275646046,0,0.018518518518518517,0.052941176470588235,0.0068143100511073255,0,0.012345679012345678,0.03529411764705882,0.011594202898550725,0,0.014285714285714285,0.0625,0.0017172812725958061,0.0006874033339061695,0.007120253164556962,0.014915693904020753,0.001462736780516346,0.00017185083347654237,0.006329113924050633,0.01297016861219196,0.0018955889133664635,0.000854805226523385,0.005583472920156337,0.008888888888888889,0.0018415494771544842,0.0007367072389493914,0.004984141368373357,0.013292433537832311,0.0016493748337323756,0.00016015374759769378,0.001359311282283643,0.005623721881390593,0.001996904797563776,0.000183044022087312,0.0013764624913971094,0.003761969904240766,0.0012504838181439247,0.00031778819416858665,0.003943661971830986,0.01040582726326743,0.0014357501794687725,0.00015889409708429332,0.003943661971830986,0.013527575442247659,0.0010950503723171265,0.00041194644696189496,0.0033175355450236967,0.004405286343612335
"12",0.0063121376000681954,0.0010910358743724457,0.008953629965924113,0.020451052654776602,0.0066746404944690646,0.0008051010080615031,0.008974248981965707,0.02220632488907251,0.005969593694320357,0.0013802677483597569,0.008211436315071657,0.015419097870926173,0.008824104637420484,0.0013797586798349943,0.010195708878907703,0.021485077191933533,0.009471266849409427,0.0010636414620830415,0.010388537431733447,0.023608629061251794,0.008200580808143341,0.0017482343216735816,0.009564564668815955,0.016812728820701773,0.004346905647875379,0.00097624410048831,0.009509336473985145,0.0196013469149263,0.004492111520066528,0.0006849681898517593,0.009779077940087002,0.02051695992385955,0.004214147758402738,0.0012220423858612412,0.007991531803403715,0.013808760683760683,0.005240816713699637,0.0013516834603096585,0.007129277566539924,0.015866329682673406,0.005516454251474225,0.0009011223068731056,0.007984790874524715,0.017972479640550407,0.00496665247623102,0.0017584994138335288,0.006517690875232775,0.012797074954296161,0.002815957409636832,0.0009035963133270416,0.0054577263910546535,0.01131331677286964,0.0025240109962399505,0.0005471777675147085,0.004069524207964097,0.01096230694459445,0.003063380281690141,0.0011407068746903959,0.0052085593992794825,0.008384323445124313,0.00367107581916858,0.0009092433614659088,0.006692580594118774,0.018277986749089883,0.003589270761790966,0.0006395674710948237,0.006268894126268978,0.01894859978015994,0.003748475488167607,0.001184180841259066,0.006371908421992592,0.01245911777648276,0.0015909141596670338,0.00032832067654671427,0.0030555515234210566,0.010224558050645007,0.0017363963779926193,0.00025028930499076875,0.003135387786503317,0.011490683229813664,0.0014555033293366364,0.00039302729984589936,0.002427474708822615,0.006932601764662268
"13",0.005074166058931798,0.0010126251885077917,0.009083559549312357,0.021250746690753154,0.005434059866205911,0.0007560214449648233,0.009595100652483198,0.02329963725979644,0.004736085316524174,0.0012479368785475624,0.007912241757806346,0.015016400915788321,0.0067545591735861474,0.0012419997455538046,0.009648104196714516,0.0221045353178377,0.007237953892816279,0.0009541732325121775,0.010155806693591882,0.02450591572224137,0.006286246151643159,0.0015629564521338955,0.00892181832214247,0.016181952748493333,0.00448031325281358,0.0010066189643911391,0.010260044703701685,0.022358029457374487,0.00491070842791723,0.0007224668960559875,0.011150484290101582,0.023719009886737637,0.0041062797800785564,0.0011833953067579906,0.007727502898937207,0.01424392668971854,0.0031411042944785275,0.0009989242354387583,0.0047805302042590175,0.011222910216718266,0.0030693069306930694,0.0006147226064238512,0.0047805302042590175,0.01238390092879257,0.003211678832116788,0.001413760603204524,0.004484304932735426,0.008928571428571428,0.0024470232088799194,0.0008091662351113413,0.004991222784080488,0.012393871376988387,0.0023404450782846067,0.0005414057718563156,0.004375507637487883,0.013516151068605445,0.0025456208441424415,0.0010245155944709748,0.005020174533170686,0.008977633310115316,0.0018131535074328612,0.0006643785948547225,0.005169980363279332,0.015828636843959142,0.00162215338245144,0.0004944212798918866,0.004832474226804124,0.01651109545614653,0.0020121967844840905,0.0008814599588652019,0.005693622825242256,0.012415390740941832,0.0004047589030370189,0.00011387592779682199,0.0011976891644356771,0.002653740004245984,0.0005426697480328222,0.0000934366587050847,0.0016204029871776807,0.0037506192060009907,0.00028108389305387164,0.0001306627322666173,0.0006274778243632527,0.0011211333639096978
"15",0.005213461960006075,0.0010047751473195403,0.007660029154106342,0.017299642870857494,0.005343177933733053,0.0006968778557199866,0.007493737528128052,0.019292653891939633,0.005083671626156302,0.001388763095130272,0.007656554757853675,0.013090655912142191,0.007220905635169309,0.0011468265670565878,0.008711086837793555,0.017476157703274015,0.008101337786700304,0.0010703714625861485,0.010049153468050246,0.022146298299085636,0.0061991422916208485,0.0014783526927138332,0.008531883966378058,0.013649010446742611,0.0038853590528865932,0.0008163265306122449,0.007377740303541315,0.013934426229508197,0.004181600955794504,0.0008163265306122449,0.00927487352445194,0.021311475409836064,0.003417796110783736,0.0012189547463050433,0.010851419031719533,0.012430939226519336,0.015941404566996983,0.00370919881305638,0.022569444444444444,0.049479166666666664,0.016464471403812825,0.002967359050445104,0.020833333333333332,0.057291666666666664,0.015424164524421594,0.004524886877828055,0.02491103202846975,0.03587443946188341,0.008800544813548097,0.002286293940930904,0.011307073595012143,0.022786906753255273,0.008916074014741458,0.00137333697475713,0.01000671707342278,0.023746269146249468,0.00870011675176886,0.0030335395250174297,0.010857811551052452,0.016238159675236806,0.0029728698631616077,0.0006404295264330707,0.007547822078820004,0.020232333010648595,0.002625783499915297,0.0004386503605705964,0.007144503341783821,0.019167473378509197,0.0033339697739656615,0.0009172937960986933,0.007718501702610669,0.018603857313534734,0.00023306523361428153,0.00007981459365503541,0.0004957647525425649,0.0009560229445506692,0.0002473421758161188,0.000053209729103356945,0.0005665882886200743,0.001229172357279432,0.00021836047675370757,0.00010667068250412565,0.00045534748705105583,0.0005925808872911153
